"","state","age","total_cit","total_register","percent_register","percent_register_cit","total_vote","percent_vote","percent_vote_cit","year"
"3016","ARKANSAS","75+",146,115,78.5,78.5,69,46.8,46.8,"2010"
"3110","CALIFORNIA","Total",22767,13864,50.6,60.9,10725,39.2,47.1,"2010"
"324","CALIFORNIA","18 to 24",3192,1388,37.9,43.5,803,21.9,25.1,"2010"
"334","CALIFORNIA","25 to 44",7884,4485,42.9,56.9,3106,29.7,39.4,"2010"
"344","CALIFORNIA","45 to 64",7938,5290,57.5,66.6,4414,48,55.6,"2010"
"354","CALIFORNIA","65 to 74",2036,1433,63.7,70.4,1258,55.9,61.8,"2010"
"364","CALIFORNIA","75+",1716,1269,69.7,73.9,1144,62.8,66.6,"2010"
"374","COLORADO","Total",3473,2299,61,66.2,1826,48.4,52.6,"2010"
"384","COLORADO","18 to 24",422,191,41.7,45.1,101,22,23.8,"2010"
"394","COLORADO","25 to 44",1246,777,54.3,62.4,558,39,44.8,"2010"
"404","COLORADO","45 to 64",1274,911,68.2,71.5,775,58,60.9,"2010"
"417","COLORADO","65 to 74",301,230,74.1,76.5,214,68.9,71.1,"2010"
"424","COLORADO","75+",230,190,81.7,82.9,178,76.3,77.3,"2010"
"434","CONNECTICUT","Total",2463,1641,62,66.6,1215,45.9,49.3,"2010"
"444","CONNECTICUT","18 to 24",320,142,42.3,44.2,70,20.9,21.8,"2010"
"454","CONNECTICUT","25 to 44",732,446,53.1,60.9,287,34.1,39.1,"2010"
"464","CONNECTICUT","45 to 64",972,727,70.5,74.8,599,58.1,61.6,"2010"
"474","CONNECTICUT","65 to 74",221,168,74.7,75.9,141,62.7,63.7,"2010"
"484","CONNECTICUT","75+",218,160,72.9,73.3,120,54.6,54.9,"2010"
"494","DELAWARE","Total",634,418,62.6,65.9,323,48.5,51,"2010"
"504","DELAWARE","18 to 24",71,30,38.3,41.5,18,23.4,25.4,"2010"
"517","DELAWARE","25 to 44",206,126,55.9,60.9,90,40.1,43.7,"2010"
"524","DELAWARE","45 to 64",221,161,71.3,73.1,133,58.7,60.2,"2010"
"534","DELAWARE","65 to 74",74,56,73.2,75,47,61.6,63.1,"2010"
"544","DELAWARE","75+",61,45,NA,73.5,35,NA,57.4,"2010"
"554","DISTRICT OF COLUMBIA","Total",441,295,60.3,66.9,200,40.8,45.3,"2010"
"564","DISTRICT OF COLUMBIA","18 to 24",52,27,NA,52.3,16,NA,30.1,"2010"
"574","DISTRICT OF COLUMBIA","25 to 44",194,127,57.1,65.3,81,36.4,41.6,"2010"
"584","DISTRICT OF COLUMBIA","45 to 64",115,83,65.3,72.2,57,44.4,49.2,"2010"
"594","DISTRICT OF COLUMBIA","65 to 74",38,30,NA,78.7,24,NA,64.1,"2010"
"604","DISTRICT OF COLUMBIA","75+",42,28,NA,67,23,NA,53.5,"2010"
"617","FLORIDA","Total",12697,7994,56.2,63,5572,39.2,43.9,"2010"
"624","FLORIDA","18 to 24",1376,626,40.3,45.5,316,20.4,23,"2010"
"634","FLORIDA","25 to 44",3853,2253,49,58.5,1320,28.7,34.3,"2010"
"644","FLORIDA","45 to 64",4539,2973,59.7,65.5,2211,44.4,48.7,"2010"
"654","FLORIDA","65 to 74",1585,1134,67.1,71.6,920,54.4,58,"2010"
"664","FLORIDA","75+",1344,1008,71.7,75,806,57.3,59.9,"2010"
"674","GEORGIA","Total",6574,4076,57.2,62,2865,40.2,43.6,"2010"
"684","GEORGIA","18 to 24",740,332,40.9,44.8,154,19,20.8,"2010"
"694","GEORGIA","25 to 44",2461,1542,55.2,62.6,997,35.7,40.5,"2010"
"704","GEORGIA","45 to 64",2447,1616,63.3,66,1246,48.8,50.9,"2010"
"717","GEORGIA","65 to 74",596,389,63.2,65.2,321,52.2,53.8,"2010"
"724","GEORGIA","75+",330,197,56.8,59.9,147,42.4,44.7,"2010"
"734","HAWAII","Total",892,466,48.3,52.3,385,39.9,43.1,"2010"
"744","HAWAII","18 to 24",114,37,31,32.6,25,20.8,21.9,"2010"
"754","HAWAII","25 to 44",290,128,39.3,43.9,93,28.6,32,"2010"
"764","HAWAII","45 to 64",310,187,56.2,60.5,161,48.2,51.9,"2010"
"774","HAWAII","65 to 74",80,53,61.3,67,51,58.4,63.8,"2010"
"784","HAWAII","75+",98,61,60.6,61.9,55,55.3,56.5,"2010"
"794","IDAHO","Total",1048,666,59.8,63.5,498,44.7,47.5,"2010"
"804","IDAHO","18 to 24",129,51,35.3,39.5,27,18.9,21.2,"2010"
"817","IDAHO","25 to 44",361,213,54,59,128,32.5,35.5,"2010"
"824","IDAHO","45 to 64",359,248,66.5,69.1,206,55.1,57.3,"2010"
"834","IDAHO","65 to 74",110,83,74.2,75.6,76,67.7,68.9,"2010"
"844","IDAHO","75+",89,70,78.3,79.2,61,68.1,68.8,"2010"
"854","ILLINOIS","Total",8780,5823,60.5,66.3,3994,41.5,45.5,"2010"
"864","ILLINOIS","18 to 24",1215,502,39.6,41.3,250,19.7,20.6,"2010"
"874","ILLINOIS","25 to 44",2894,1849,53.2,63.9,1079,31.1,37.3,"2010"
"884","ILLINOIS","45 to 64",3214,2337,68.9,72.7,1791,52.8,55.7,"2010"
"894","ILLINOIS","65 to 74",757,595,76.4,78.5,460,59.1,60.7,"2010"
"904","ILLINOIS","75+",700,540,76,77.1,414,58.3,59.1,"2010"
"917","INDIANA","Total",4638,2838,59.4,61.2,1826,38.2,39.4,"2010"
"924","INDIANA","18 to 24",602,218,35.4,36.2,60,9.7,9.9,"2010"
"934","INDIANA","25 to 44",1566,895,54.2,57.2,499,30.2,31.8,"2010"
"944","INDIANA","45 to 64",1668,1156,68.2,69.3,833,49.2,50,"2010"
"954","INDIANA","65 to 74",393,298,74.1,75.9,231,57.5,58.9,"2010"
"964","INDIANA","75+",409,271,66.3,66.3,203,49.7,49.7,"2010"
"974","IOWA","Total",2185,1547,67.9,70.8,1143,50.2,52.3,"2010"
"984","IOWA","18 to 24",303,162,51.4,53.6,76,24.1,25.2,"2010"
"994","IOWA","25 to 44",665,455,62.5,68.4,298,41,44.8,"2010"
"1004","IOWA","45 to 64",789,600,74.7,76.1,485,60.4,61.4,"2010"
"1017","IOWA","65 to 74",236,184,77.2,78.2,164,68.7,69.6,"2010"
"1024","IOWA","75+",193,145,75.3,75.3,120,62.1,62.1,"2010"
"1034","KANSAS","Total",1971,1349,65.5,68.4,931,45.2,47.2,"2010"
"1044","KANSAS","18 to 24",254,100,36.7,39.2,30,10.9,11.7,"2010"
"1054","KANSAS","25 to 44",657,410,58.3,62.4,246,35,37.4,"2010"
"1064","KANSAS","45 to 64",757,591,75.9,78,452,58.1,59.7,"2010"
"1074","KANSAS","65 to 74",158,131,81.2,82.6,114,70.8,72,"2010"
"1084","KANSAS","75+",145,118,81.1,81.1,89,61.6,61.6,"2010"
"1094","KENTUCKY","Total",3158,2113,65,66.9,1479,45.5,46.8,"2010"
"1106","KENTUCKY","18 to 24",375,166,42.7,44.4,74,18.9,19.7,"2010"
"1117","KENTUCKY","25 to 44",1074,687,60.8,64,412,36.5,38.4,"2010"
"1124","KENTUCKY","45 to 64",1160,825,69.9,71.1,616,52.2,53.1,"2010"
"1134","KENTUCKY","65 to 74",277,208,75.3,75.3,186,67.3,67.3,"2010"
"1144","KENTUCKY","75+",273,227,83.1,83.1,190,69.7,69.7,"2010"
"1154","LOUISIANA","Total",3236,2425,73.2,74.9,1618,48.8,50,"2010"
"1164","LOUISIANA","18 to 24",442,251,55.8,56.9,107,23.7,24.2,"2010"
"1174","LOUISIANA","25 to 44",1128,843,72.9,74.7,472,40.8,41.9,"2010"
"1184","LOUISIANA","45 to 64",1132,881,76.1,77.8,694,59.9,61.3,"2010"
"1194","LOUISIANA","65 to 74",282,233,80.4,82.5,184,63.5,65.1,"2010"
"1204","LOUISIANA","75+",252,217,84,86.3,161,62.2,63.8,"2010"
"1217","MAINE","Total",1017,779,75.4,76.6,604,58.4,59.4,"2010"
"1224","MAINE","18 to 24",102,54,52.8,53.1,32,31.3,31.4,"2010"
"1234","MAINE","25 to 44",314,221,68.6,70.3,143,44.4,45.5,"2010"
"1244","MAINE","45 to 64",412,342,81.8,83.2,285,68.2,69.3,"2010"
"1254","MAINE","65 to 74",116,98,83.4,84.1,89,76.1,76.8,"2010"
"1264","MAINE","75+",73,64,NA,87.8,54,NA,74.1,"2010"
"1274","MARYLAND","Total",3853,2509,58.6,65.1,1802,42.1,46.8,"2010"
"1284","MARYLAND","18 to 24",481,242,42.4,50.4,107,18.8,22.3,"2010"
"1294","MARYLAND","25 to 44",1221,743,51,60.9,459,31.5,37.6,"2010"
"1304","MARYLAND","45 to 64",1451,1025,66.5,70.6,828,53.8,57.1,"2010"
"1317","MARYLAND","65 to 74",413,315,74.8,76.3,265,62.9,64.2,"2010"
"1324","MARYLAND","75+",287,184,63.7,64,143,49.5,49.8,"2010"
"1334","MASSACHUSETTS","Total",4695,3230,63.4,68.8,2452,48.1,52.2,"2010"
"1344","MASSACHUSETTS","18 to 24",587,269,42.5,45.9,132,20.7,22.4,"2010"
"1354","MASSACHUSETTS","25 to 44",1526,980,55.6,64.2,659,37.4,43.2,"2010"
"1364","MASSACHUSETTS","45 to 64",1664,1269,72.4,76.3,1072,61.2,64.4,"2010"
"1374","MASSACHUSETTS","65 to 74",458,354,74.5,77.4,311,65.5,68,"2010"
"1384","MASSACHUSETTS","75+",460,357,75.8,77.6,278,58.9,60.4,"2010"
"1394","MICHIGAN","Total",7176,5127,68.2,71.4,3394,45.2,47.3,"2010"
"1404","MICHIGAN","18 to 24",969,568,56.6,58.7,212,21.1,21.8,"2010"
"1417","MICHIGAN","25 to 44",2246,1588,65.5,70.7,886,36.5,39.4,"2010"
"1424","MICHIGAN","45 to 64",2685,1977,71.3,73.6,1479,53.3,55.1,"2010"
"1434","MICHIGAN","65 to 74",671,531,77,79.1,440,63.9,65.7,"2010"
"1444","MICHIGAN","75+",605,463,74.8,76.5,377,60.9,62.3,"2010"
"1454","MINNESOTA","Total",3830,2756,69.2,72,2104,52.8,54.9,"2010"
"1464","MINNESOTA","18 to 24",491,232,45,47.2,137,26.6,27.9,"2010"
"1474","MINNESOTA","25 to 44",1267,879,64.3,69.4,611,44.7,48.2,"2010"
"1484","MINNESOTA","45 to 64",1384,1087,77.2,78.5,874,62.1,63.1,"2010"
"1494","MINNESOTA","65 to 74",378,310,81.7,82,280,73.7,74,"2010"
"1504","MINNESOTA","75+",310,249,79.9,80.3,201,64.7,65,"2010"
"1517","MISSISSIPPI","Total",2087,1532,72.5,73.4,983,46.5,47.1,"2010"
"1524","MISSISSIPPI","18 to 24",273,161,58.2,58.8,77,27.8,28.1,"2010"
"1534","MISSISSIPPI","25 to 44",713,492,67.6,69,278,38.3,39.1,"2010"
"1544","MISSISSIPPI","45 to 64",733,571,77.1,77.9,402,54.3,54.9,"2010"
"1554","MISSISSIPPI","65 to 74",166,137,82.1,82.8,102,61.2,61.7,"2010"
"1564","MISSISSIPPI","75+",201,171,84.7,84.7,123,61,61,"2010"
"1574","MISSOURI","Total",4387,3013,66.9,68.7,2004,44.5,45.7,"2010"
"1584","MISSOURI","18 to 24",534,285,50.9,53.4,108,19.3,20.2,"2010"
"1594","MISSOURI","25 to 44",1464,923,60.1,63.1,522,34,35.7,"2010"
"1604","MISSOURI","45 to 64",1644,1246,74.8,75.8,948,56.9,57.7,"2010"
"1617","MISSOURI","65 to 74",401,283,70.7,70.7,237,59.2,59.2,"2010"
"1624","MISSOURI","75+",344,275,79.8,79.8,188,54.7,54.7,"2010"
"1634","MONTANA","Total",744,491,65.2,66,386,51.3,51.9,"2010"
"1644","MONTANA","18 to 24",101,43,42.6,42.9,21,20.7,20.9,"2010"
"1654","MONTANA","25 to 44",223,133,58.3,59.8,93,40.6,41.6,"2010"
"1664","MONTANA","45 to 64",257,180,69.7,70.3,149,57.4,58,"2010"
"1674","MONTANA","65 to 74",90,76,84.1,84.1,70,78,78,"2010"
"1684","MONTANA","75+",73,58,NA,79.5,53,NA,73,"2010"
"1694","NEBRASKA","Total",1240,804,60.8,64.8,511,38.7,41.3,"2010"
"1704","NEBRASKA","18 to 24",166,70,39.8,42,18,10.1,10.7,"2010"
"1717","NEBRASKA","25 to 44",400,226,49.9,56.6,120,26.4,29.9,"2010"
"1724","NEBRASKA","45 to 64",437,319,70.2,73,226,49.6,51.6,"2010"
"1734","NEBRASKA","65 to 74",117,93,78.1,79.7,71,60,61.2,"2010"
"1744","NEBRASKA","75+",120,96,79.6,79.6,77,64.1,64.1,"2010"
"1754","NEVADA","Total",1725,996,50.9,57.8,731,37.3,42.4,"2010"
"1764","NEVADA","18 to 24",178,81,40.6,45.3,45,22.6,25.2,"2010"
"1774","NEVADA","25 to 44",645,329,42.6,51,210,27.2,32.5,"2010"
"1784","NEVADA","45 to 64",562,354,56.3,62.9,287,45.7,51,"2010"
"1794","NEVADA","65 to 74",202,138,63.5,68.5,115,52.7,56.8,"2010"
"1804","NEVADA","75+",137,95,67.8,68.9,74,52.9,53.7,"2010"
"1817","NEW HAMPSHIRE","Total",1002,666,65,66.5,470,45.9,46.9,"2010"
"1824","NEW HAMPSHIRE","18 to 24",124,50,39.6,40.1,25,19.7,19.9,"2010"
"1834","NEW HAMPSHIRE","25 to 44",310,187,58.3,60.2,114,35.7,36.9,"2010"
"1844","NEW HAMPSHIRE","45 to 64",400,295,72.4,73.8,221,54.3,55.4,"2010"
"1854","NEW HAMPSHIRE","65 to 74",98,80,80.4,81.4,67,67.7,68.6,"2010"
"1864","NEW HAMPSHIRE","75+",70,54,NA,77.7,42,NA,60.3,"2010"
"1874","NEW JERSEY","Total",5719,3656,55.6,63.9,2383,36.2,41.7,"2010"
"1884","NEW JERSEY","18 to 24",701,309,38.9,44,117,14.7,16.7,"2010"
"1894","NEW JERSEY","25 to 44",1720,1076,48.3,62.5,559,25.1,32.5,"2010"
"1904","NEW JERSEY","45 to 64",2074,1391,61.1,67.1,1007,44.2,48.5,"2010"
"1917","NEW JERSEY","65 to 74",695,477,65.6,68.6,388,53.4,55.8,"2010"
"1924","NEW JERSEY","75+",529,404,72.5,76.3,313,56.2,59.2,"2010"
"1934","NEW MEXICO","Total",1362,746,50.1,54.8,579,38.9,42.5,"2010"
"1944","NEW MEXICO","18 to 24",167,37,20.9,22.4,23,12.7,13.5,"2010"
"1954","NEW MEXICO","25 to 44",465,218,40.5,47,142,26.4,30.6,"2010"
"1964","NEW MEXICO","45 to 64",485,328,63.6,67.6,279,54,57.5,"2010"
"1974","NEW MEXICO","65 to 74",136,92,64.8,67.6,77,54.4,56.7,"2010"
"1984","NEW MEXICO","75+",108,70,61.6,64.6,58,50.8,53.2,"2010"
"1994","NEW YORK","Total",13163,8395,56.1,63.8,5746,38.4,43.6,"2010"
"2004","NEW YORK","18 to 24",1818,846,41,46.6,393,19.1,21.6,"2010"
"2017","NEW YORK","25 to 44",4184,2525,49.7,60.4,1429,28.1,34.2,"2010"
"2024","NEW YORK","45 to 64",4647,3250,62.6,69.9,2520,48.6,54.2,"2010"
"2034","NEW YORK","65 to 74",1232,882,68.3,71.6,710,55,57.6,"2010"
"2044","NEW YORK","75+",1282,891,65.9,69.5,693,51.3,54.1,"2010"
"2054","NORTH CAROLINA","Total",6632,4455,63.7,67.2,3009,43,45.4,"2010"
"2064","NORTH CAROLINA","18 to 24",896,417,45.2,46.5,192,20.8,21.4,"2010"
"2074","NORTH CAROLINA","25 to 44",2152,1373,57,63.8,804,33.4,37.4,"2010"
"2084","NORTH CAROLINA","45 to 64",2393,1727,69.9,72.2,1268,51.3,53,"2010"
"2094","NORTH CAROLINA","65 to 74",670,508,75.1,75.9,440,65,65.7,"2010"
"2107","NORTH CAROLINA","75+",521,430,82.6,82.6,305,58.5,58.5,"2010"
"2117","NORTH DAKOTA","Total",477,361,73.9,75.6,266,54.5,55.7,"2010"
"2124","NORTH DAKOTA","18 to 24",72,47,NA,64.7,27,NA,37.6,"2010"
"2134","NORTH DAKOTA","25 to 44",148,100,64.9,67.7,63,40.6,42.3,"2010"
"2144","NORTH DAKOTA","45 to 64",172,142,81.4,82.4,112,64.5,65.3,"2010"
"2154","NORTH DAKOTA","65 to 74",42,37,NA,86.1,32,NA,75.1,"2010"
"2164","NORTH DAKOTA","75+",43,36,NA,83.7,32,NA,74.9,"2010"
"2174","OHIO","Total",8468,5601,64.8,66.1,3824,44.2,45.2,"2010"
"2184","OHIO","18 to 24",1062,519,47.8,48.8,220,20.3,20.7,"2010"
"2194","OHIO","25 to 44",2738,1745,61.7,63.7,986,34.9,36,"2010"
"2204","OHIO","45 to 64",3193,2291,70.7,71.8,1735,53.5,54.3,"2010"
"2217","OHIO","65 to 74",773,551,70.5,71.3,490,62.6,63.4,"2010"
"2224","OHIO","75+",701,495,70.3,70.6,392,55.7,55.9,"2010"
"2234","OKLAHOMA","Total",2628,1603,59.5,61,1061,39.4,40.4,"2010"
"2244","OKLAHOMA","18 to 24",324,145,42.9,44.7,60,17.9,18.7,"2010"
"2254","OKLAHOMA","25 to 44",902,489,52,54.2,277,29.5,30.7,"2010"
"2264","OKLAHOMA","45 to 64",907,603,65.6,66.5,421,45.8,46.4,"2010"
"2274","OKLAHOMA","65 to 74",290,207,70.7,71.4,174,59.1,59.8,"2010"
"2284","OKLAHOMA","75+",205,159,77.3,77.3,129,62.8,62.8,"2010"
"2294","OREGON","Total",2830,2005,67.4,70.8,1594,53.6,56.3,"2010"
"2304","OREGON","18 to 24",284,170,56.1,59.7,93,30.9,32.9,"2010"
"2317","OREGON","25 to 44",1011,681,62.3,67.4,485,44.4,48,"2010"
"2324","OREGON","45 to 64",1049,777,71.8,74.1,676,62.5,64.4,"2010"
"2334","OREGON","65 to 74",241,175,71,72.8,165,66.7,68.4,"2010"
"2344","OREGON","75+",245,201,80.9,82.3,174,70,71.2,"2010"
"2354","PENNSYLVANIA","Total",9339,6031,62.6,64.6,4104,42.6,43.9,"2010"
"2364","PENNSYLVANIA","18 to 24",1075,403,36,37.5,167,14.9,15.5,"2010"
"2374","PENNSYLVANIA","25 to 44",2940,1921,62.3,65.3,1098,35.6,37.3,"2010"
"2384","PENNSYLVANIA","45 to 64",3389,2310,66.5,68.2,1724,49.6,50.9,"2010"
"2394","PENNSYLVANIA","65 to 74",1037,753,72.5,72.7,617,59.3,59.5,"2010"
"2404","PENNSYLVANIA","75+",899,644,70.8,71.7,498,54.7,55.4,"2010"
"2417","RHODE ISLAND","Total",745,510,62.8,68.4,348,42.9,46.7,"2010"
"2424","RHODE ISLAND","18 to 24",105,51,43.3,48.2,20,16.9,18.7,"2010"
"2434","RHODE ISLAND","25 to 44",230,150,57.5,65.1,92,35.3,40,"2010"
"2444","RHODE ISLAND","45 to 64",285,209,69.5,73.3,160,53.3,56.2,"2010"
"2454","RHODE ISLAND","65 to 74",53,42,NA,80.1,34,NA,63.7,"2010"
"2464","RHODE ISLAND","75+",72,58,NA,80.5,42,NA,58.9,"2010"
"2474","SOUTH CAROLINA","Total",3339,2304,66.7,69,1700,49.2,50.9,"2010"
"2484","SOUTH CAROLINA","18 to 24",381,183,45.4,48,127,31.7,33.5,"2010"
"2494","SOUTH CAROLINA","25 to 44",1126,762,63.7,67.7,526,44,46.7,"2010"
"2504","SOUTH CAROLINA","45 to 64",1201,869,71.3,72.4,695,57,57.9,"2010"
"2517","SOUTH CAROLINA","65 to 74",350,273,78,78,199,56.8,56.8,"2010"
"2524","SOUTH CAROLINA","75+",281,218,76.1,77.5,152,53.1,54.1,"2010"
"2534","SOUTH DAKOTA","Total",587,406,67.4,69.1,322,53.5,54.9,"2010"
"2544","SOUTH DAKOTA","18 to 24",75,35,46.2,47.2,18,22.9,23.4,"2010"
"2554","SOUTH DAKOTA","25 to 44",186,124,63.5,67,89,45.3,47.8,"2010"
"2564","SOUTH DAKOTA","45 to 64",222,163,72.7,73.3,141,63,63.5,"2010"
"2574","SOUTH DAKOTA","65 to 74",57,46,NA,81.5,41,NA,73.1,"2010"
"2584","SOUTH DAKOTA","75+",48,37,NA,77.6,33,NA,69.9,"2010"
"2594","TENNESSEE","Total",4547,2854,60.1,62.8,1714,36.1,37.7,"2010"
"2604","TENNESSEE","18 to 24",476,216,42.8,45.3,74,14.7,15.6,"2010"
"2617","TENNESSEE","25 to 44",1602,947,55.5,59.1,443,26,27.7,"2010"
"2624","TENNESSEE","45 to 64",1659,1073,62.3,64.7,743,43.1,44.8,"2010"
"2634","TENNESSEE","65 to 74",497,393,78.7,79.2,315,63,63.3,"2010"
"2644","TENNESSEE","75+",313,225,72,72,139,44.6,44.6,"2010"
"2654","TEXAS","Total",15403,9493,53.2,61.6,5600,31.4,36.4,"2010"
"2664","TEXAS","18 to 24",2135,868,36,40.6,344,14.3,16.1,"2010"
"2674","TEXAS","25 to 44",5624,3218,45.9,57.2,1497,21.3,26.6,"2010"
"2684","TEXAS","45 to 64",5337,3684,61.8,69,2472,41.4,46.3,"2010"
"2694","TEXAS","65 to 74",1336,998,70,74.7,775,54.4,58.1,"2010"
"2704","TEXAS","75+",971,725,69.9,74.7,513,49.4,52.8,"2010"
"2717","UTAH","Total",1800,1095,56.8,60.8,695,36,38.6,"2010"
"2724","UTAH","18 to 24",243,82,31.6,34,29,10.9,11.8,"2010"
"2734","UTAH","25 to 44",773,427,50.1,55.2,234,27.5,30.3,"2010"
"2744","UTAH","45 to 64",528,380,69.3,72,278,50.6,52.6,"2010"
"2754","UTAH","65 to 74",150,120,74.9,80.1,94,58.6,62.7,"2010"
"2764","UTAH","75+",106,85,79.9,79.9,61,56.9,56.9,"2010"
"2774","VERMONT","Total",481,356,72.7,74,265,54,55,"2010"
"2784","VERMONT","18 to 24",49,20,NA,39.7,10,NA,19.8,"2010"
"2794","VERMONT","25 to 44",153,108,67.9,70.9,68,42.8,44.7,"2010"
"2804","VERMONT","45 to 64",188,153,81,81.4,123,65.1,65.4,"2010"
"2817","VERMONT","65 to 74",56,45,NA,80.6,37,NA,66.4,"2010"
"2824","VERMONT","75+",35,30,NA,85.8,26,NA,75.5,"2010"
"2834","VIRGINIA","Total",5544,3546,60.4,64,2257,38.4,40.7,"2010"
"2844","VIRGINIA","18 to 24",700,326,44.4,46.6,138,18.7,19.7,"2010"
"2854","VIRGINIA","25 to 44",1874,1087,52,58,615,29.4,32.8,"2010"
"2864","VIRGINIA","45 to 64",2041,1420,67.9,69.5,1003,48,49.2,"2010"
"2874","VIRGINIA","65 to 74",596,451,73.3,75.7,332,54,55.8,"2010"
"2884","VIRGINIA","75+",333,261,76.7,78.5,169,49.4,50.6,"2010"
"2894","WASHINGTON","Total",4637,3367,66.1,72.6,2692,52.8,58.1,"2010"
"2904","WASHINGTON","18 to 24",513,261,44.6,50.8,159,27.2,31,"2010"
"2917","WASHINGTON","25 to 44",1616,1097,58.5,67.9,761,40.5,47.1,"2010"
"2924","WASHINGTON","45 to 64",1735,1366,73.8,78.7,1175,63.6,67.7,"2010"
"2934","WASHINGTON","65 to 74",390,314,79.1,80.5,300,75.7,77,"2010"
"2944","WASHINGTON","75+",384,330,84.9,86.1,297,76.2,77.3,"2010"
"2954","WEST VIRGINIA","Total",1418,883,62.2,62.3,581,40.9,41,"2010"
"2964","WEST VIRGINIA","18 to 24",149,75,50.1,50.1,28,19,19,"2010"
"2974","WEST VIRGINIA","25 to 44",465,279,60.1,60.1,147,31.6,31.6,"2010"
"2984","WEST VIRGINIA","45 to 64",546,335,61.2,61.4,259,47.3,47.5,"2010"
"2994","WEST VIRGINIA","65 to 74",152,118,77.4,77.4,93,60.9,60.9,"2010"
"3004","WEST VIRGINIA","75+",106,76,71.8,71.8,54,50.9,50.9,"2010"
"3017","WISCONSIN","Total",4156,2908,67.8,70,2258,52.6,54.3,"2010"
"3024","WISCONSIN","18 to 24",514,219,41,42.5,120,22.5,23.4,"2010"
"3034","WISCONSIN","25 to 44",1365,909,63.5,66.5,630,44,46.1,"2010"
"3044","WISCONSIN","45 to 64",1516,1160,74.5,76.5,963,61.9,63.5,"2010"
"3054","WISCONSIN","65 to 74",396,329,82,82.9,294,73.4,74.2,"2010"
"3064","WISCONSIN","75+",364,292,79.5,80.4,250,68.1,68.9,"2010"
"3074","WYOMING","Total",402,239,58.2,59.6,190,46.1,47.2,"2010"
"3084","WYOMING","18 to 24",45,14,NA,31.1,9,NA,18.7,"2010"
"3094","WYOMING","25 to 44",140,78,54.4,55.8,55,38,39,"2010"
"3104","WYOMING","45 to 64",154,100,64.5,64.8,83,54,54.3,"2010"
"3114","WYOMING","65 to 74",29,22,NA,76.5,20,NA,70.7,"2010"
"3124","WYOMING","75+",34,25,NA,75.4,23,NA,67.4,"2010"
